Localization Key,Description,TitleNote,Note,ContractIntel,EncounterSummary,HaulingSummary,RewardList,ItemRewardList,Cooldown
headhunters_killship_cfp_vhrt_desc_001,"Got a platinum target that needs to get taken down. [TARGET] is a heavy hitter who's one of the people running security for Citizens for Prosperity. Although [TARGET] might have forgotten, the Headhunters remember their work with a merc company a few years ago that lead to the deaths of five brothers and sisters. We want blood for blood.\n\nThey've been spotted poking around [LOCATION], so you should still be able to find them there.\n\nThey're a mean bastard, so bring some friends but make sure they end up dead.\n\nStows out.",,[BP Reward],"Reward: 149,750 aUEC\nTime Limit: 25 min\nEfficiency: 5,990 aUEC/min\nCooldown: 45 min\nRequires: Head Contractor",Encounter: 3-4 ships\nTarget: 1 ship(s)\nReinforcements: 2-3 ship(s),,100% chance — 1 of 8\n- SnowBlind\n- Cryo-Star SL\n- M6A Cannon\n- M7A Cannon\n- M8A Cannon\n- Singe Cannon (S1)\n- Singe Cannon (S2)\n- Singe Cannon (S3),,45 min
northrock_bounty_prisoner_title_intro,Pro Tem Escapee Bounty Contract,,,,,,,,
northrock_bounty_prisoner_desc_intro,"Hey There,\n\nMy name is Braden Corchado and I'm a logistics officer for Northrock Service Group, the leading independently-owned security firm operating in the Stanton system. I may have reached out already, but we try to make it a point of approaching anyone who meets our high standards and encouraging them to complete a pro tem contract. \n\nYou can't do much better than become a Northrock contractor. We have a solid reputation for offering challenging and interesting work at a higher rate of pay then many of our competitors in system. \n\nNow, to get approved, you will need to apprehend one [TARGET]. They have recently escaped from the detention center and your job will be to track them down before they can disappear completely off the grid. \n\nA little hint is that it's safe to assume that the target is going to go try to clear their record. I recommend triangulating your search between the detention center they escaped from and locations where they can hack into the record system.\n\nGet this done and we'll see about getting you more work.\n\nHope to hear from you soon, \n\nBraden Corchado\nLogistics Officer - Stanton Branch\nNorthrock Service Group",,,Time Limit: 25 min,,,,,
northrock_bounty_PVP_title_first,Pro Tem Suspect Apprehension,,,,,,,,
TheCollector_Ships_MISC_Prospector_Title,Prospects Look Good,,,,,,,,
TheCollector_Ships_MISC_Prospector_Desc,Wikelo loves rocks. Wants to help you get more better rocks. Made this Prospector more better for that tough job. Trade items and you can have.,,,,,Order: Wikelo Favor + Carinite + Saldynium (Ore) + Jaclium (Ore) + Carinite (Pure),,- MISC Prospector Wikelo Work Special,
cfp_defend-xenothreat_title_001,Protect [LOCATION] from XenoThreat Attack, <EM4>[BP]</EM4>,,,,,,,
cfp_defend-xenothreat_desc_001,"We’ve learned that XenoThreat is about to launch an attack on [LOCATION]. If they are successful, the number of casualties is expected to be high. I’m hoping that with your aid in defending them, we can make sure that doesn’t happen.\n \nWe know from past encounters that XenoThreat sends several raiding parties to carry out their attacks, so make sure you don’t leave the outpost until you’ve fought off all the reinforcements. \n\nLima Endicott\nLead Dispatcher\nCitizens for Prosperity",,[BP Reward],"Reward: 119,500 aUEC\nTime Limit: 27 min\nEfficiency: 4,426 aUEC/min\nCooldown: 45 min\nRequires: Sr. Contractor",,,"100% chance — 1 of 4\n- Karna ""Fate"" Rifle\n- Artimex Core (Modified)\n- Artimex Arms (Modified)\n- Karna Rifle Battery (35 cap)",,45 min
cfp_defend-xenothreat_title_003,Protect [LOCATION] from XenoThreat Incursion, <EM4>[BP]</EM4>,,,,,,,
cfp_defend-xenothreat_desc_003,"Urgent!\n\nXenoThreat is mobilizing for a massive incursion to wipe [LOCATION] off the map. You’re their only hope of enduring this assault and protecting them from XenoThreat’s cruelty.\n\nI know I’m asking you to put yourself in the line of fire, but this system won’t change unless people like you are brave enough to take on these dangers. No amount of credits could measure up to how much good you’d be doing by stepping in.\n\nIf you’re willing and able to take on this mission, make sure to take some allies with you. XenoThreat will certainly send in stronger reinforcements once they realize they’re taking losses.\n\nWe believe in you.\n\nLima Endicott\nLead Dispatcher\nCitizens for Prosperity",,[BP Reward],"Reward: 185,500 aUEC\nTime Limit: 27 min\nEfficiency: 6,870 aUEC/min\nCooldown: 45 min\nRequires: Veteran Contractor",,,100% chance — 1 of 6\n- Karna Rifle\n- Artimex Arms\n- Artimex Core\n- Artimex Legs\n- Artimex Helmet\n- Karna Rifle Battery (35 cap),,45 min
cfp_defend-xenothreat_title_002,Protect [LOCATION] from XenoThreat Raid, <EM4>[BP]</EM4>,,,,,,,
cfp_defend-xenothreat_desc_002,"Urgent!\n\nXenoThreat is targeting [LOCATION] to send a message to other settlers about what happens if they accept our support. \n\nIf you’re able to fend off the attackers, I’m sure they’ll send additional forces, so you’ll need to dig in for multiple assaults. Since XenoThreat has a lot of resources at their disposal, you should think about recruiting others to help you keep everyone safe.\n\nWe’re all counting on you.\n\nLima Endicott\nLead Dispatcher\nCitizens for Prosperity",,[BP Reward],"Reward: 101,000 aUEC\nTime Limit: 22 min\nEfficiency: 4,591 aUEC/min\nCooldown: 45 min\nRequires: Sr. Contractor",,,100% chance — 1 of 6\n- Karna Rifle\n- Artimex Arms\n- Artimex Core\n- Artimex Legs\n- Artimex Helmet\n- Karna Rifle Battery (35 cap),,45 min
Headhunters_DefendDestructibleEntites_E_Title_001,Protect Fuel Tanks From Luggers,,,,,,,,
Headhunters_DefendDestructibleEntites_E_Desc_001,"Some morons with some seriously inflated notion of their place in 'verse made the damn foolish choice of attacking the <EM>[OBJECTS]</EM4> at <EM4>[LOCATION]</EM4>. We've got some things in play over there so we can’t let ‘em get away with it.\n\nIf you're interesting in helpin' out, get there and deal with these luggers before they can do too much damage. Don't figure you'll break too much of a sweat dealin' with them.\n\nAlso, I’ll sweeten the pot by giving the main contractor <EM4>3 Council Scrip</EM4> just to show my appreciation. \n\nStows out.",,,"Reward: 36,750 aUEC\nTime Limit: 12 min\nEfficiency: 3,063 aUEC/min\nCooldown: 15 min\nRequires: Jr. Contractor",Encounter: 10 ships\nHostiles: 5 ship(s),,,- Council Scrip x3,15 min
EckhartSecurity_Defend_M_Title_001,Protect Location,,,,,,,,
EckhartSecurity_Defend_M_Desc_001,"ECKHART SECURITY, LLC.\nCONTRACTS & DISPATCH\n\nCONTRACT TYPE: Defend Location\nAPPROVAL CODE = [APPROVAL_CODE]\n\nFOR IMMEDIATE PROCESSING\n\nWe’ve gotten word that outlaws have their sights set on attacking <EM4>[LOCATION]</EM4>. Our client is concerned the attack is imminent and requested that security be deployed to the site immediately. If you’re interested and available, gather all the supplies and support you may need and head to the location pronto.  \n\nPayment will be issued upon successful completion of contract.\n\nThis contract is non-negotiable.\n\nThis message may contain confidential, proprietary, privileged and/or private information. The information is intended to be for the use of the individual or entity designated above.",,,"Reward: 88,000 aUEC\nTime Limit: 20.5 min\nEfficiency: 4,293 aUEC/min\nRequires: Security Contractor",,,,,
Headhunters_DefendLocation_E_Title_001,Protect Our Site, <EM4>[BP Chain]</EM4>,,,,,,,
Headhunters_DefendLocation_E_Desc_001,"Some idiots with a deathwish are attacking our ships around <EM4>[LOCATION]</EM4>. Can’t let ‘em do that without paying the price. Want to do the honors?\n\nIf so, head out and get after ‘em. The crew there is tracking the attacker’s movements and I’ll pass along situational updates as they come in. \n\nAlso, I’ll sweeten the pot by giving the main contractor a bonus of <EM4>3 Council Scrip</EM4> just to show my appreciation. \n\nStows out.",,[BP Chain],"Reward: 79,500 aUEC\nTime Limit: 26 min\nEfficiency: 3,058 aUEC/min\nCooldown: 15 min\nRequires: Rank I",Encounter: 17 ships\nHostiles: 2 ship(s)\nReinforcements: 8 ship(s),,,- Council Scrip x3,15 min
Intersec_DefendShip_Title_Hard_001,Protect Vital Asset, <EM4>[BP]</EM4>,,,,,,,
Intersec_DefendShip_Desc_Hard_001,"MISSION SPECS\n\nArea of Operation: Nyx System \nHostile Forces: Outlaws\nEquipment Specs: Combat-rated Ships\nBriefing: One of our pilots is under attack at <EM4>[LOCATION]</EM4> and is in need of assistance.\n\nThis operative is carrying key information regarding a coordinated attack on key UEE infrastructure and it is vital that they are able to deliver it to us. You and any <EM4>dependable pilots you can recruit</EM4> are charged with protecting them from the outlaws in pursuit long enough for them to QT away.\n\nRespectfully,   \n\nDeacon Tobin \nOperations Manager \nInterSec Defense Solutions  \n\nThis communication consists of confidential information solely intended for the recipient. Please disregard if received in error and notify the sender. All operations are conducted at the contractor’s own personal risk and must adhere to UEE and system law where applicable.",,[BP Reward],"Reward: 168,250 aUEC\nTime Limit: 30 min\nEfficiency: 5,608 aUEC/min\nRequires: Contractor",Encounter: 11 ships\nHostiles: 10 ship(s),,"100% chance — 1 of 7\n- Pulse ""Rouge"" Pistol\n- Testudo Arms Combustion\n- Testudo Core Combustion\n- Testudo Legs Combustion\n- Testudo Helmet Combustion\n- Pulse Laser Pistol Battery (60 Cap)\n- Testudo Backpack Combustion",,
cfp_eliminateall_fromCFP_XT_M_title_001,Protecting outpost from XenoThreat,,,,,,,,
cfp_eliminateall_fromCFP_XT_M_desc_001,"XenoThreat forces launched an unprovoked attack near [LOCATION]. We're looking for any available combat operators to go and provide support. \n\nIf you haven't dealt with them before, it's important to know that XenoThreat are trained fighters so this will not be an easy fight, but it's a necessary one.\n\nGood luck,\n\nLima Endicott\nLead Dispatcher\nCitizens for Prosperity",,,"Reward: 132,750 aUEC\nTime Limit: 30 min\nEfficiency: 4,425 aUEC/min\nCooldown: 45 min\nRequires: Sr. Contractor",,,,,45 min
cfp_EliminateSpecific_Generic_E_title_001,Protection against [TARGET],,,,,,,,
cfp_EliminateSpecific_Generic_E_desc_001,"Reports indicate that [LOCATION] has come under attack from a group of armed individuals led by a notorious outlaw named [TARGET]. There have been multiple reported deaths and injuries, so Citizens for Prosperity has been looking for qualified combat operatives to provide some support. \n\nThough we don't advocate conflict resolution through violence, we believe that the group will disperse if [TARGET] is not there to lead them.\n\nHead over as soon as you can. Lives are on the line.\n\nLima Endicott\nLead Dispatcher\nCitizens for Prosperity",,,"Reward: 61,500 aUEC\nTime Limit: 17 min\nEfficiency: 3,618 aUEC/min\nCooldown: 45 min\nRequires: Neutral",,,,,45 min
Eckhart_EscortShips_VH_title,Protection Detail Needed. High Risk., <EM4>[BP]</EM4>,,,,,,,
Eckhart_EscortShips_VH_desc,"ECKHART SECURITY, LLC.\nCONTRACTS & DISPATCH\n\nCONTRACT TYPE: Escort Ship\nApproval code: = [APPROVAL_CODE]\n\nFOR IMMEDIATE PROCESSING\n\nI’m in need of a highly competent pilot who can gather a crew of equally capable pilots for an escort mission. The mining base at <EM4>[LOCATION]</EM4> is currently under attack from a group of outlaws and the crew there is unable to leave without assistance. Our scouts have reported that the attackers are armed with exceptional weaponry and ships.\n\nThis contract is non-negotiable.\n\nThis message may contain confidential, proprietary, privileged and/or private information. The information is intended to be for the use of the individual or entity designated above.",,[BP Reward],"Reward: 683,250 aUEC\nTime Limit: 90 min\nEfficiency: 7,592 aUEC/min\nCooldown: 15 min\nRequires: Veteran Contractor",Encounter: 31-33 ships\nHostiles: 3 ship(s)\nHostiles: 4 ship(s)\nHostiles: 1-3 ship(s)\nReinforcements: 16 ship(s),,100% chance — 1 of 6\n- Havoc Scattergun\n- Hellion Scattergun\n- Predator Scattergun\n- Mirage\n- Umbra\n- Quarreler Cannon\n\n100% chance — 1 of 5\n- Veil\n- Sheut\n- Suckerpunch Cannon\n- Suckerpunch-L Cannon\n- Suckerpunch-XL Cannon\n\n100% chance — 1 of 5\n- Shimmer\n- Obscura\n- M3A Cannon\n- M4A Cannon\n- M5A Cannon,- MG Scrip x8,15 min
cfp_defendship_LRT_SB_title_001,Provide Combat Support, <EM4>[BP]</EM4>,,,,,,,
cfp_defendship_LRT_SB_Desc_001,Need a pilot who can hold their own in a dogfight. A Citizens for Prosperity scout ship ran into a problem with the Shattered Blade near <EM4>[LOCATION]</EM4>. Must be an area of special interest for them. They launched an attack when our ship got close and don’t seem content simply driving them off. Looks like they’re out for blood.  \n\nAny chance you could lend a hand before we lose that ship?\n\nLima Endicott\nLead Dispatcher\nCitizens for Prosperity,,[BP Reward],"Reward: 62,000 aUEC\nTime Limit: 15 min\nEfficiency: 4,133 aUEC/min\nCooldown: 45 min\nRequires: Jr. Contractor",Encounter: 4 ships\nHostiles: 3 ship(s),,100% chance — 1 of 10\n- R97 Shotgun\n- Monde Arms\n- Monde Core\n- Monde Legs\n- Monde Helmet\n- Monde Arms Hiro\n- Monde Core Hiro\n- Monde Legs Hiro\n- Monde Helmet Hiro\n- R97 Shotgun Magazine (18 cap),,45 min
HeadHunters_DefendEntitesAndEscort_E_Title,Provide Protection at [LOCATION], <EM4>[BP]</EM4>,,,,,,,
HeadHunters_DefendEntitesAndEscort_E_Desc,"I was having a shite day, and it just got worse. Our interests over at <EM4>[LOCATION]</EM4> comm'd to let me know that their  <EM>[OBJECTS]</EM4> are under attack by these no-name hoods looking to stake a claim.\n\nYou're gonna go there for me and protect the place, including any <EM4>friendly ships</EM4> unfortunate enough to be caught in the crossfire. Don't think putting these wannabees in their place will be too tricky for someone like you. \n\nAlso, I’ll sweeten the pot by giving the main contractor <EM4>3 Council Scrip</EM4> just to show my appreciation. \n\nStows out.",,[BP Reward],"Reward: 91,750 aUEC\nTime Limit: 30 min\nEfficiency: 3,058 aUEC/min\nCooldown: 15 min\nRequires: Jr. Contractor",Encounter: 25 ships\nHostiles: 5 ship(s)\nHostiles: 2 ship(s)\nReinforcements: 8 ship(s),,100% chance — 1 of 13\n- PIN\n- 5SA 'Rhada'\n- 6SA 'Arbiter'\n- HEX\n- WEB\n- 5MA 'Chimalli'\n- 6MA 'Kozane'\n- BLOC\n- STOP\n- 5CA 'Akura'\n- 6CA 'Bila'\n- 6CA 'Bila'\n- GUARD,- Council Scrip x3,15 min
TheCollector_Ships_Prowler_Util_Title,Prowler More Utility,,,,,,,,
TheCollector_Ships_Prowler_Util_Desc,"Wikelo work hard. You work hard. Prowler Utility work hard. But you bring me right items, I make it work more hard, then you work less hard. Bye.",,,,,Order: Wikelo Favor + Yormandi Tongue + Yormandi Eye + Irradiated Valakkar Pearl (Grade AAA) + Carinite (Pure),,- Esperia Prowler Utility Wikelo Work Special,
TheCollector_Ships_Pulse_TItle,Pulse Plus,,,,,,,,
TheCollector_Ships_Pulse_Desc,"Wikelo really like this little Human ship. Pulse feel very fast. Can have many configuration to make Pulse go faster. If you want, can give you configurated Pulse that I like. Have list of what I want for job. Bye.",,,,,Order: Wikelo Favor,,- Mirai Pulse Wikelo Special,
